Timecode List:,00:00:14.080,00:00:21.000,00:00:22.400,00:00:23.440,00:00:30.320,00:00:34.800,00:00:38.640,00:02:25.400,00:02:28.240,00:05:02.200,00:05:03.080,00:05:04.880,00:05:06.960,00:05:08.280,00:05:09.920,00:05:11.800,00:05:14.600,00:05:16.480,00:05:22.160,00:05:22.920,00:05:24.520,00:06:28.720,00:06:30.360,00:08:22.720,00:08:23.400,00:08:33.400,00:08:45.040,00:08:47.440,00:08:56.320,00:08:57.240,00:08:57.880,00:09:01.480,00:09:05.280,00:10:19.320,00:10:21.400,00:12:07.160,00:12:10.080,00:13:19.080,00:13:31.520,00:13:34.480,00:14:20.280,00:14:24.720,00:14:49.200,00:14:52.440,00:18:17.840,00:18:20.880,00:18:24.800,00:18:29.320,00:18:31.280,00:18:34.080,00:19:13.520,00:19:17.200,00:19:24.040,00:19:28.080,00:19:32.080,00:20:08.640,00:20:18.840,00:20:21.080,00:20:22.800,00:20:25.800,00:20:29.080,00:20:39.680,00:20:43.400,00:20:44.920,00:20:46.040,00:20:51.040,00:20:59.560,00:21:02.600,00:21:05.240,00:21:09.360,00:21:14.800,00:21:36.680,00:21:40.920,00:21:43.840,00:23:51.800,00:25:15.280,00:25:25.080,00:25:27.640,00:25:34.480,00:25:51.880,00:26:40.960,00:28:08.480,00:28:14.200,00:28:36.680,00:28:41.000,00:28:46.120,00:30:14.840,00:30:18.840,00:30:20.680,00:30:25.920,00:30:31.720,00:30:39.640,00:30:42.240,00:30:46.840,00:30:50.680,00:30:54.840,00:31:21.480,00:31:24.200,00:31:26.600,00:31:32.240,00:31:36.200,00:31:41.520,00:32:10.360,00:32:11.640,00:32:36.800,00:32:42.360,00:32:45.840,00:32:49.600,00:33:16.800,00:33:22.000,00:33:23.120,00:33:28.160,00:33:57.880,00:34:02.080,00:34:14.560,00:34:22.320,00:34:23.400,00:34:35.400,00:34:37.280,00:34:42.280,00:34:46.920,00:34:50.960,00:34:51.920,00:35:04.040,00:35:08.680,00:35:14.480,00:35:21.280,00:35:24.840,00:35:25.720,00:35:26.360,00:35:27.160,00:35:28.240,00:35:30.960,00:35:37.360,00:35:54.640,00:35:56.920,00:36:07.760,00:36:08.440,00:36:09.840,00:36:13.840,00:36:18.560,00:36:19.480,00:36:20.360,00:36:21.880,00:36:23.880,00:36:36.600,00:36:38.480,00:36:42.080,00:36:46.360,00:36:51.080,00:36:55.120,00:37:00.120,00:37:05.040,00:37:08.280,00:37:09.240,00:37:11.080,00:37:22.800,00:37:26.520,00:37:27.280,00:37:29.200,00:37:30.200,00:37:47.360,00:37:50.240,00:37:51.480,00:38:03.240,00:38:05.920,00:38:07.160,00:38:08.120,00:38:12.240,00:38:13.320,00:38:14.680,00:38:43.760,00:38:47.400,00:38:48.360,00:38:53.760,00:38:59.000,00:39:01.240,00:39:03.640,00:39:07.720,00:39:11.360,00:39:12.280,00:39:14.320,00:39:15.960,00:39:17.360,00:39:18.440,00:39:19.520,00:39:21.120,00:39:22.360,00:39:24.680,00:39:25.520,00:39:27.680,00:39:29.840,00:39:30.960,00:39:31.680,00:39:33.520,00:39:37.080,00:39:40.400,00:39:43.600,00:39:48.640,00:39:53.000,00:39:56.240,00:39:57.040,00:39:58.400,00:40:04.320,00:40:05.080,00:40:20.120,00:40:26.600,00:40:27.600,00:40:28.520,00:40:30.280,00:40:31.480,00:40:32.520,00:40:36.920,00:40:37.760,00:40:41.200,00:40:42.880,00:40:44.000,00:40:48.800,00:40:51.960,00:40:52.560,00:40:53.320,00:40:54.360,00:40:56.040,00:40:57.920,00:40:58.680,00:40:59.440,00:41:12.760,00:41:13.440,00:41:14.520,00:41:15.880,00:41:21.360,00:41:23.160,00:41:25.240,00:41:27.040,00:41:28.840,00:41:34.160,00:41:34.880,00:41:36.360,00:41:37.680,00:41:38.680,00:41:50.600,00:41:54.840,00:42:04.480,00:42:08.640,00:42:09.440,00:42:10.280,00:42:16.040,00:42:16.840,00:42:17.440,00:42:18.640,00:42:20.400,00:42:23.000,00:42:24.080,00:42:25.160,00:42:33.880,00:42:34.520,00:42:35.880,00:42:39.080,00:42:41.440,00:42:42.440,00:42:44.080,00:42:45.600,00:42:50.400,00:42:56.240,00:43:03.480,00:43:04.240,00:43:16.240,00:43:18.800,00:43:24.520,00:43:27.600,00:43:29.040,00:43:29.760,00:43:33.040,00:43:36.520,00:43:50.440,00:44:13.680,00:44:16.720,00:44:17.840,00:44:19.840,00:44:20.560,00:44:21.200,00:44:23.080,00:44:23.680,00:44:24.360,00:44:26.120,00:44:27.800,00:44:34.440,00:44:36.160,00:44:39.560,00:44:48.800,00:44:50.600,00:44:54.400,00:44:57.840,00:44:58.840,00:45:20.600,00:45:26.040,00:45:27.200,00:45:29.480,00:45:30.360,00:45:31.040,00:45:44.440,00:45:45.880,00:45:48.160,00:45:49.560,00:45:50.720,00:45:54.360,00:45:55.920,00:45:58.120,00:46:03.480,00:46:04.240,00:46:17.680,00:46:21.560,00:46:22.760,00:46:24.400,00:46:26.600,00:46:27.480,00:46:35.160,00:46:36.640,00:46:43.120,00:46:44.360,00:46:45.720,00:46:46.320,00:46:48.120,00:46:50.680,00:50:13.040,00:50:14.800,00:50:20.960,00:50:22.120,00:50:22.800,00:51:55.120,00:52:05.400,00:52:06.960,00:52:07.920,00:52:12.000,00:53:25.280,00:53:27.320,00:53:56.880,00:54:12.880,00:54:17.560,00:54:22.920,00:54:23.720,00:54:34.200,00:54:35.040,00:54:42.080,00:55:15.000,00:55:18.080,00:55:19.160,00:55:20.160,00:55:28.680,00:55:30.640,00:55:33.200,00:55:36.000,00:55:37.000,00:55:38.520,00:55:40.240,00:56:07.040,00:56:09.400,00:56:46.000,00:56:46.960,00:56:51.480,00:56:52.280,00:56:54.440,00:56:57.040,00:56:58.080,00:56:59.200,00:57:00.200,00:57:05.280,00:57:21.360,00:57:22.800,00:57:25.720,00:57:28.240,00:57:29.640,00:57:31.120,00:57:34.480,00:58:13.720,00:58:14.560,00:58:15.320,00:58:17.520,00:58:20.720,00:58:23.680,00:58:26.640,00:58:27.560,00:58:28.240,00:58:31.960,00:58:38.360,00:58:45.920,00:58:47.960,00:58:55.320,00:58:58.400,00:59:00.320,00:59:03.640,00:59:05.640,00:59:13.080,00:59:14.080,00:59:32.240,00:59:34.400,00:59:35.560,00:59:40.520,00:59:41.960,00:59:42.640,00:59:43.360,00:59:44.440,00:59:45.440,00:59:46.120,00:59:48.120,00:59:48.720,00:59:50.840,00:59:51.880,00:59:53.960,00:59:55.000,00:59:55.960,01:00:16.400,01:00:17.360,01:00:24.240,01:00:24.880,01:00:25.920,01:00:31.120,01:00:31.840,01:00:33.120,01:00:35.520,01:00:57.040,01:01:06.560,01:01:09.400,01:01:13.680,01:01:14.440,01:01:16.520,01:02:18.880,01:02:19.880,01:02:21.400,01:02:23.040,01:02:24.280,01:02:37.040,01:02:38.200,01:02:39.600,01:02:40.640,01:02:42.000,01:02:45.080,01:02:47.160,01:02:52.320,01:03:10.160,01:03:15.600,01:03:18.960,01:03:29.760,01:03:37.360,01:03:38.000,01:03:44.280,01:03:47.600,01:03:53.920,01:03:54.520,01:03:55.880,01:03:57.480,01:03:59.200,01:04:01.240,01:04:02.440,01:04:05.480,01:04:14.320,01:04:17.400,01:04:24.080,01:04:28.560,01:04:35.920,01:04:38.320,01:04:40.120,01:04:42.240,01:04:51.960,01:04:54.200,01:04:55.720,01:04:57.480,01:05:00.400,01:05:03.600,01:05:06.800,01:05:11.440,01:05:14.160,01:05:28.280,01:05:32.520,01:05:35.560,01:05:40.400,01:05:53.520,01:05:56.640,01:06:00.400,01:06:03.680,01:06:10.160,01:06:13.600,01:06:20.880,01:06:23.120,01:06:35.640,01:06:38.880,01:06:39.880,01:06:40.880,01:06:43.320,01:06:44.440,01:06:47.200,01:06:49.640,01:06:53.160,01:06:55.400,01:07:22.160,01:07:23.160,01:07:24.160,01:07:50.960,01:07:53.080,01:08:31.280,01:08:35.120,01:08:40.360,01:08:44.920,01:08:46.960,01:08:49.160,01:09:10.960,01:09:13.040,01:09:17.240,01:09:38.800,01:09:42.280,01:09:44.680,01:09:48.800,01:09:50.600,01:09:53.640,01:10:18.640,01:10:20.760,01:10:24.240,01:10:26.440,01:10:28.640,01:10:35.240,01:10:36.360,01:10:37.320,01:10:46.160,01:10:48.520,01:11:22.720,01:11:24.360,01:11:41.520,01:11:44.560,01:11:47.840,01:11:53.160,01:12:00.000,01:12:04.320,01:12:56.640,01:12:58.760,01:12:59.880,01:13:00.560,01:13:40.680,01:13:44.000,01:13:54.040,01:13:55.880,01:13:56.640,01:13:59.080,01:14:11.680,01:14:18.680,01:14:19.640,01:14:20.680,01:14:21.400,01:14:38.560,01:14:39.960,01:14:41.200,01:14:58.560,01:15:01.080,01:15:04.880,01:15:13.400,01:15:15.880,01:15:22.240,01:15:23.600,01:15:27.160,01:15:27.800,01:15:29.320,01:15:35.320,01:15:36.480,01:15:42.280,01:15:48.800,01:15:59.200,01:16:01.760,01:16:03.840,01:16:06.240,01:16:07.640,01:16:16.280,01:16:54.160,01:16:54.920,01:16:57.920,01:16:58.960,01:17:20.480,01:17:23.760,01:17:27.360,01:17:30.080,01:17:31.840,01:17:34.600,01:17:35.640,01:17:37.960,01:17:44.640,01:18:00.680,01:18:01.680,01:18:02.560,01:18:11.560,01:18:12.960,01:18:14.880,01:18:39.960,01:18:42.000,01:18:50.400,01:18:53.320,01:18:57.160,01:19:02.680,01:19:04.560,01:19:08.520,01:19:09.160,01:19:12.520,01:19:24.520,01:19:33.480,01:19:35.520,01:19:36.800,01:19:38.840,01:19:52.160,01:19:53.720,01:19:57.240,01:20:04.960,01:20:05.960,01:20:21.840,01:20:30.800,01:20:47.760,01:20:51.800,01:21:01.680,01:21:03.000,01:21:10.200,01:21:13.200,01:21:14.360,01:21:16.800,01:21:19.560,01:21:21.240,01:21:22.360,01:21:24.000,01:21:25.440,01:21:27.080,01:21:32.880,01:21:34.000,01:21:36.040,01:21:37.160,01:21:38.320,01:21:40.240,01:21:41.560,01:21:47.760,01:21:48.840,01:21:49.800,01:21:50.680,01:22:02.240,01:22:03.320,01:22:04.800,01:22:05.600,01:22:06.640,01:22:24.080,01:22:36.360,01:22:37.960,01:22:38.960,01:22:46.360,01:22:55.040,01:22:56.560,01:22:58.640,01:23:00.880,01:23:04.720,01:23:05.840,01:23:13.240,01:23:14.600,01:23:34.720,01:23:36.120,01:23:38.000,01:23:51.240,01:23:52.400,01:23:58.920,01:24:00.000,01:24:00.840,01:24:03.160,01:24:04.200,01:24:05.200,01:24:06.080,01:24:19.120,01:24:22.400,01:24:47.200,01:24:48.720,01:24:49.960,01:24:51.000,01:24:51.760,01:24:53.080,01:24:57.320,01:24:58.320,01:25:06.800,01:25:07.760,01:25:17.280,01:25:17.920,01:25:24.480,01:25:25.560,01:25:26.320,01:25:28.280,01:25:30.440,01:25:32.560,01:25:34.640,01:25:36.760,01:26:22.760,01:26:23.840,01:26:25.360,01:26:42.560,01:26:43.560,01:26:44.640,01:26:45.720,01:26:46.720,01:27:07.000,01:27:17.560,01:27:19.120,01:27:21.240,01:27:22.800,01:27:24.920,01:27:28.960,01:27:30.040,01:27:30.920,01:29:20.160,01:29:24.680,01:29:33.040,01:29:37.520,01:29:39.120,01:29:43.040,01:29:48.960,01:30:06.760,01:30:10.000
Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
1,1,00:00:00.000,0.000,352,00:00:14.080,14.080,352,00:00:14.080,14.080
2,353,00:00:14.080,14.080,525,00:00:21.000,21.000,173,00:00:06.920,6.920
3,526,00:00:21.000,21.000,560,00:00:22.400,22.400,35,00:00:01.400,1.400
4,561,00:00:22.400,22.400,586,00:00:23.440,23.440,26,00:00:01.040,1.040
5,587,00:00:23.440,23.440,758,00:00:30.320,30.320,172,00:00:06.880,6.880
6,759,00:00:30.320,30.320,870,00:00:34.800,34.800,112,00:00:04.480,4.480
7,871,00:00:34.800,34.800,966,00:00:38.640,38.640,96,00:00:03.840,3.840
8,967,00:00:38.640,38.640,3635,00:02:25.400,145.400,2669,00:01:46.760,106.760
9,3636,00:02:25.400,145.400,3706,00:02:28.240,148.240,71,00:00:02.840,2.840
10,3707,00:02:28.240,148.240,7555,00:05:02.200,302.200,3849,00:02:33.960,153.960
11,7556,00:05:02.200,302.200,7577,00:05:03.080,303.080,22,00:00:00.880,0.880
12,7578,00:05:03.080,303.080,7622,00:05:04.880,304.880,45,00:00:01.800,1.800
13,7623,00:05:04.880,304.880,7674,00:05:06.960,306.960,52,00:00:02.080,2.080
14,7675,00:05:06.960,306.960,7707,00:05:08.280,308.280,33,00:00:01.320,1.320
15,7708,00:05:08.280,308.280,7748,00:05:09.920,309.920,41,00:00:01.640,1.640
16,7749,00:05:09.920,309.920,7795,00:05:11.800,311.800,47,00:00:01.880,1.880
17,7796,00:05:11.800,311.800,7865,00:05:14.600,314.600,70,00:00:02.800,2.800
18,7866,00:05:14.600,314.600,7912,00:05:16.480,316.480,47,00:00:01.880,1.880
19,7913,00:05:16.480,316.480,8054,00:05:22.160,322.160,142,00:00:05.680,5.680
20,8055,00:05:22.160,322.160,8073,00:05:22.920,322.920,19,00:00:00.760,0.760
21,8074,00:05:22.920,322.920,8113,00:05:24.520,324.520,40,00:00:01.600,1.600
22,8114,00:05:24.520,324.520,9718,00:06:28.720,388.720,1605,00:01:04.200,64.200
23,9719,00:06:28.720,388.720,9759,00:06:30.360,390.360,41,00:00:01.640,1.640
24,9760,00:06:30.360,390.360,12568,00:08:22.720,502.720,2809,00:01:52.360,112.360
25,12569,00:08:22.720,502.720,12585,00:08:23.400,503.400,17,00:00:00.680,0.680
26,12586,00:08:23.400,503.400,12835,00:08:33.400,513.400,250,00:00:10.000,10.000
27,12836,00:08:33.400,513.400,13126,00:08:45.040,525.040,291,00:00:11.640,11.640
28,13127,00:08:45.040,525.040,13186,00:08:47.440,527.440,60,00:00:02.400,2.400
29,13187,00:08:47.440,527.440,13408,00:08:56.320,536.320,222,00:00:08.880,8.880
30,13409,00:08:56.320,536.320,13431,00:08:57.240,537.240,23,00:00:00.920,0.920
31,13432,00:08:57.240,537.240,13447,00:08:57.880,537.880,16,00:00:00.640,0.640
32,13448,00:08:57.880,537.880,13537,00:09:01.480,541.480,90,00:00:03.600,3.600
33,13538,00:09:01.480,541.480,13632,00:09:05.280,545.280,95,00:00:03.800,3.800
34,13633,00:09:05.280,545.280,15483,00:10:19.320,619.320,1851,00:01:14.040,74.040
35,15484,00:10:19.320,619.320,15535,00:10:21.400,621.400,52,00:00:02.080,2.080
36,15536,00:10:21.400,621.400,18179,00:12:07.160,727.160,2644,00:01:45.760,105.760
37,18180,00:12:07.160,727.160,18252,00:12:10.080,730.080,73,00:00:02.920,2.920
38,18253,00:12:10.080,730.080,19977,00:13:19.080,799.080,1725,00:01:09.000,69.000
39,19978,00:13:19.080,799.080,20288,00:13:31.520,811.520,311,00:00:12.440,12.440
40,20289,00:13:31.520,811.520,20362,00:13:34.480,814.480,74,00:00:02.960,2.960
41,20363,00:13:34.480,814.480,21507,00:14:20.280,860.280,1145,00:00:45.800,45.800
42,21508,00:14:20.280,860.280,21618,00:14:24.720,864.720,111,00:00:04.440,4.440
43,21619,00:14:24.720,864.720,22230,00:14:49.200,889.200,612,00:00:24.480,24.480
44,22231,00:14:49.200,889.200,22311,00:14:52.440,892.440,81,00:00:03.240,3.240
45,22312,00:14:52.440,892.440,27446,00:18:17.840,1097.840,5135,00:03:25.400,205.400
46,27447,00:18:17.840,1097.840,27522,00:18:20.880,1100.880,76,00:00:03.040,3.040
47,27523,00:18:20.880,1100.880,27620,00:18:24.800,1104.800,98,00:00:03.920,3.920
48,27621,00:18:24.800,1104.800,27733,00:18:29.320,1109.320,113,00:00:04.520,4.520
49,27734,00:18:29.320,1109.320,27782,00:18:31.280,1111.280,49,00:00:01.960,1.960
50,27783,00:18:31.280,1111.280,27852,00:18:34.080,1114.080,70,00:00:02.800,2.800
51,27853,00:18:34.080,1114.080,28838,00:19:13.520,1153.520,986,00:00:39.440,39.440
52,28839,00:19:13.520,1153.520,28930,00:19:17.200,1157.200,92,00:00:03.680,3.680
53,28931,00:19:17.200,1157.200,29101,00:19:24.040,1164.040,171,00:00:06.840,6.840
54,29102,00:19:24.040,1164.040,29202,00:19:28.080,1168.080,101,00:00:04.040,4.040
55,29203,00:19:28.080,1168.080,29302,00:19:32.080,1172.080,100,00:00:04.000,4.000
56,29303,00:19:32.080,1172.080,30216,00:20:08.640,1208.640,914,00:00:36.560,36.560
57,30217,00:20:08.640,1208.640,30471,00:20:18.840,1218.840,255,00:00:10.200,10.200
58,30472,00:20:18.840,1218.840,30527,00:20:21.080,1221.080,56,00:00:02.240,2.240
59,30528,00:20:21.080,1221.080,30570,00:20:22.800,1222.800,43,00:00:01.720,1.720
60,30571,00:20:22.800,1222.800,30645,00:20:25.800,1225.800,75,00:00:03.000,3.000
61,30646,00:20:25.800,1225.800,30727,00:20:29.080,1229.080,82,00:00:03.280,3.280
62,30728,00:20:29.080,1229.080,30992,00:20:39.680,1239.680,265,00:00:10.600,10.600
63,30993,00:20:39.680,1239.680,31085,00:20:43.400,1243.400,93,00:00:03.720,3.720
64,31086,00:20:43.400,1243.400,31123,00:20:44.920,1244.920,38,00:00:01.520,1.520
65,31124,00:20:44.920,1244.920,31151,00:20:46.040,1246.040,28,00:00:01.120,1.120
66,31152,00:20:46.040,1246.040,31276,00:20:51.040,1251.040,125,00:00:05.000,5.000
67,31277,00:20:51.040,1251.040,31489,00:20:59.560,1259.560,213,00:00:08.520,8.520
68,31490,00:20:59.560,1259.560,31565,00:21:02.600,1262.600,76,00:00:03.040,3.040
69,31566,00:21:02.600,1262.600,31631,00:21:05.240,1265.240,66,00:00:02.640,2.640
70,31632,00:21:05.240,1265.240,31734,00:21:09.360,1269.360,103,00:00:04.120,4.120
71,31735,00:21:09.360,1269.360,31870,00:21:14.800,1274.800,136,00:00:05.440,5.440
72,31871,00:21:14.800,1274.800,32417,00:21:36.680,1296.680,547,00:00:21.880,21.880
73,32418,00:21:36.680,1296.680,32523,00:21:40.920,1300.920,106,00:00:04.240,4.240
74,32524,00:21:40.920,1300.920,32596,00:21:43.840,1303.840,73,00:00:02.920,2.920
75,32597,00:21:43.840,1303.840,35795,00:23:51.800,1431.800,3199,00:02:07.960,127.960
76,35796,00:23:51.800,1431.800,37882,00:25:15.280,1515.280,2087,00:01:23.480,83.480
77,37883,00:25:15.280,1515.280,38127,00:25:25.080,1525.080,245,00:00:09.800,9.800
78,38128,00:25:25.080,1525.080,38191,00:25:27.640,1527.640,64,00:00:02.560,2.560
79,38192,00:25:27.640,1527.640,38362,00:25:34.480,1534.480,171,00:00:06.840,6.840
80,38363,00:25:34.480,1534.480,38797,00:25:51.880,1551.880,435,00:00:17.400,17.400
81,38798,00:25:51.880,1551.880,40024,00:26:40.960,1600.960,1227,00:00:49.080,49.080
82,40025,00:26:40.960,1600.960,42212,00:28:08.480,1688.480,2188,00:01:27.520,87.520
83,42213,00:28:08.480,1688.480,42355,00:28:14.200,1694.200,143,00:00:05.720,5.720
84,42356,00:28:14.200,1694.200,42917,00:28:36.680,1716.680,562,00:00:22.480,22.480
85,42918,00:28:36.680,1716.680,43025,00:28:41.000,1721.000,108,00:00:04.320,4.320
86,43026,00:28:41.000,1721.000,43153,00:28:46.120,1726.120,128,00:00:05.120,5.120
87,43154,00:28:46.120,1726.120,45371,00:30:14.840,1814.840,2218,00:01:28.720,88.720
88,45372,00:30:14.840,1814.840,45471,00:30:18.840,1818.840,100,00:00:04.000,4.000
89,45472,00:30:18.840,1818.840,45517,00:30:20.680,1820.680,46,00:00:01.840,1.840
90,45518,00:30:20.680,1820.680,45648,00:30:25.920,1825.920,131,00:00:05.240,5.240
91,45649,00:30:25.920,1825.920,45793,00:30:31.720,1831.720,145,00:00:05.800,5.800
92,45794,00:30:31.720,1831.720,45991,00:30:39.640,1839.640,198,00:00:07.920,7.920
93,45992,00:30:39.640,1839.640,46056,00:30:42.240,1842.240,65,00:00:02.600,2.600
94,46057,00:30:42.240,1842.240,46171,00:30:46.840,1846.840,115,00:00:04.600,4.600
95,46172,00:30:46.840,1846.840,46267,00:30:50.680,1850.680,96,00:00:03.840,3.840
96,46268,00:30:50.680,1850.680,46371,00:30:54.840,1854.840,104,00:00:04.160,4.160
97,46372,00:30:54.840,1854.840,47037,00:31:21.480,1881.480,666,00:00:26.640,26.640
98,47038,00:31:21.480,1881.480,47105,00:31:24.200,1884.200,68,00:00:02.720,2.720
99,47106,00:31:24.200,1884.200,47165,00:31:26.600,1886.600,60,00:00:02.400,2.400
100,47166,00:31:26.600,1886.600,47306,00:31:32.240,1892.240,141,00:00:05.640,5.640
101,47307,00:31:32.240,1892.240,47405,00:31:36.200,1896.200,99,00:00:03.960,3.960
102,47406,00:31:36.200,1896.200,47538,00:31:41.520,1901.520,133,00:00:05.320,5.320
103,47539,00:31:41.520,1901.520,48259,00:32:10.360,1930.360,721,00:00:28.840,28.840
104,48260,00:32:10.360,1930.360,48291,00:32:11.640,1931.640,32,00:00:01.280,1.280
105,48292,00:32:11.640,1931.640,48920,00:32:36.800,1956.800,629,00:00:25.160,25.160
106,48921,00:32:36.800,1956.800,49059,00:32:42.360,1962.360,139,00:00:05.560,5.560
107,49060,00:32:42.360,1962.360,49146,00:32:45.840,1965.840,87,00:00:03.480,3.480
108,49147,00:32:45.840,1965.840,49240,00:32:49.600,1969.600,94,00:00:03.760,3.760
109,49241,00:32:49.600,1969.600,49920,00:33:16.800,1996.800,680,00:00:27.200,27.200
110,49921,00:33:16.800,1996.800,50050,00:33:22.000,2002.000,130,00:00:05.200,5.200
111,50051,00:33:22.000,2002.000,50078,00:33:23.120,2003.120,28,00:00:01.120,1.120
112,50079,00:33:23.120,2003.120,50204,00:33:28.160,2008.160,126,00:00:05.040,5.040
113,50205,00:33:28.160,2008.160,50947,00:33:57.880,2037.880,743,00:00:29.720,29.720
114,50948,00:33:57.880,2037.880,51052,00:34:02.080,2042.080,105,00:00:04.200,4.200
115,51053,00:34:02.080,2042.080,51364,00:34:14.560,2054.560,312,00:00:12.480,12.480
116,51365,00:34:14.560,2054.560,51558,00:34:22.320,2062.320,194,00:00:07.760,7.760
117,51559,00:34:22.320,2062.320,51585,00:34:23.400,2063.400,27,00:00:01.080,1.080
118,51586,00:34:23.400,2063.400,51885,00:34:35.400,2075.400,300,00:00:12.000,12.000
119,51886,00:34:35.400,2075.400,51932,00:34:37.280,2077.280,47,00:00:01.880,1.880
120,51933,00:34:37.280,2077.280,52057,00:34:42.280,2082.280,125,00:00:05.000,5.000
121,52058,00:34:42.280,2082.280,52173,00:34:46.920,2086.920,116,00:00:04.640,4.640
122,52174,00:34:46.920,2086.920,52274,00:34:50.960,2090.960,101,00:00:04.040,4.040
